Package,Item,Title,Rows,Cols,has_logical,has_binary,has_numeric,has_character,CSV,Doc
robustbase,ambientNOxCH,Daily Means of NOx (mono-nitrogen oxides) in air,366,14,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,Animals2,Brain and Body Weights for 65 Species of Land Animals,65,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,biomassTill,Biomass Tillage Data,58,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,bushfire,Campbell Bushfire Data,38,5,FALSE,FALSE,FALSE,FALSE,CSV,DOC
robustbase,carrots,Insect Damages on Carrots,24,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,cloud,Cloud point of a Liquid,19,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,coleman,Coleman Data Set,20,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,condroz,Condroz Data,428,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,CrohnD,Crohn's Disease Adverse Events Data,117,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
robustbase,cushny,Cushny and Peebles Prolongation of Sleep Data,10,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,delivery,Delivery Time Data,25,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,education,Education Expenditure Data,50,6,FALSE,FALSE,FALSE,FALSE,CSV,DOC
robustbase,epilepsy,Epilepsy Attacks Data Set,59,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
robustbase,exAM,Example Data of Antille and May - for Simple Regression,12,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
robustbase,foodstamp,Food Stamp Program Participation,150,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
robustbase,hbk,"Hawkins, Bradu, Kass's Artificial Data",75,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,heart,Heart Catherization Data,12,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,kootenay,Waterflow Measurements of Kootenay River in Libby and Newgate,13,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,lactic,Lactic Acid Concentration Measurement Data,20,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,los,Length of Stay Data,201,1,FALSE,FALSE,FALSE,FALSE,CSV,DOC
robustbase,milk,Daudin's Milk Composition Data,86,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,NOxEmissions,NOx Air Pollution Data,8088,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,pension,Pension Funds Data,18,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,phosphor,Phosphorus Content Data,18,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,pilot,Pilot-Plant Data,20,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
robustbase,possumDiv,Possum Diversity Data,151,9,FALSE,TRUE,FALSE,FALSE,CSV,DOC
robustbase,pulpfiber,Pulp Fiber and Paper Data,62,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,radarImage,Satellite Radar Image Data from near Munich,1573,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,salinity,Salinity Data,28,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,SiegelsEx,Siegel's Exact Fit Example Data,9,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,starsCYG,Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1,47,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,steamUse,Steam Usage Data (Excerpt),25,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,telef,Number of International Calls from Belgium,24,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,toxicity,Toxicity of Carboxylic Acids Data,38,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,vaso,Vaso Constriction Skin Data Set,39,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
robustbase,wagnerGrowth,Wagner's Hannover Employment Growth Data,63,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
robustbase,wood,Modified Data on Wood Specific Gravity,20,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
rpart,car.test.frame,Automobile Data from 'Consumer Reports' 1990,60,8,FALSE,FALSE,FALSE,FALSE,CSV,DOC
rpart,car90,Automobile Data from 'Consumer Reports' 1990,111,34,FALSE,FALSE,TRUE,FALSE,CSV,DOC
rpart,cu.summary,Automobile Data from 'Consumer Reports' 1990,117,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
rpart,kyphosis,Data on Children who have had Corrective Spinal Surgery,81,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
rpart,solder,Soldering of Components on Printed-Circuit Boards,720,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
rpart,stagec,Stage C Prostate Cancer,146,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
sandwich,InstInnovation,Innovation and Institutional Ownership,6208,25,FALSE,TRUE,TRUE,FALSE,CSV,DOC
sandwich,Investment,US Investment Data,20,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
sandwich,PetersenCL,Petersen's Simulated Data for Assessing Clustered Standard Errors,5000,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
sandwich,PublicSchools,US Expenditures for Public Schools,51,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
sem,Bollen,Bollen's Data on Industrialization and Political Democracy,75,11,FALSE,FALSE,TRUE,FALSE,CSV,DOC
sem,CNES,Variables from the 1997 Canadian National Election Study,1529,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
sem,Klein,Klein's Data on the U. S. Economy,22,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
sem,Kmenta,Partly Artificial Data on the U. S. Economy,20,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
sem,Tests,Six Mental Tests,32,6,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Alfalfa,Alfalfa,15,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,ArcheryData,ArcheryData,18,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,AutoPollution,AutoPollution,36,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Backpack,Backpack,100,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,BaseballTimes,BaseballTimes,15,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,BeeStings,BeeStings,18,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,BirdNest,BirdNest,84,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Blood1,Blood1,500,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,BlueJays,Blue Jays,123,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,BritishUnions,BritishUnions,17,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,CAFE,CAFE,100,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,CalciumBP,CalciumBP,21,2,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,CancerSurvival,CancerSurvival,64,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Caterpillars,Caterpillars,267,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Cereal,Cereal,36,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,ChemoTHC,ChemoTHC,2,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,ChildSpeaks,ChildSpeaks,21,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Clothing,Clothing,60,8,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,CloudSeeding,Cloud Seeding,28,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,CloudSeeding2,Cloud Seeding 2,108,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,CO2,CO2,237,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,CrackerFiber,Cracker Fiber in Diets,48,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Cuckoo,Cuckoo,120,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Day1Survey,Day1Survey,43,13,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Diamonds,Diamonds,351,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Diamonds2,Diamonds2,307,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Election08,Election08,51,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Ethanol,Ethanol,16,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,FantasyBaseball,FantasyBaseball,24,9,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Fertility,Fertility,333,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,FGByDistance,FGByDistance,51,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Film,Film,100,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,FinalFourIzzo,FinalFourIzzo,1664,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,FinalFourLong,FinalFourLong,2048,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,FinalFourShort,FinalFourShort,512,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Fingers,Fingers,12,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,FirstYearGPA,FirstYearGPA,219,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,FishEggs,FishEggs,35,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,FlightResponse,FlightResponse,464,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Fluorescence,Fluorescence,51,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,FruitFlies,FruitFlies,125,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Goldenrod,Goldenrod Galls,1055,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Grocery,Grocery,36,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Gunnels,Gunnels,1592,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Hawks,Hawks,908,19,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,HawkTail,HawkTail,838,2,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,HawkTail2,HawkTail2,577,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,HearingTest,HearingTest,96,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,HighPeaks,HighPeaks,46,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Hoops,Hoops,147,22,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,HorsePrices,HorsePrices,50,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Houses,Houses,20,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,ICU,ICU,200,9,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,InfantMortality,InfantMortality,9,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,InsuranceVote,InsuranceVote,435,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Jurors,Jurors,52,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Kids198,Kids198,198,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,LeafHoppers,LeafHoppers,8,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Leukemia,Leukemia,51,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,LongJumpOlympics,LongJumpOlympics,26,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,LostLetter,LostLetter,140,8,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Marathon,Marathon,1127,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Markets,Markets,56,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,MathEnrollment,Math Enrollments,11,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,MathPlacement,Math Placement,2696,16,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,MedGPA,MedGPA,55,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,MentalHealth,Mental Health Admissions,36,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,MetabolicRate,Metabolic Rate of Caterpillars,305,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,MetroHealth83,MetroHealth83,83,16,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Milgram,Milgram,37,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,MLB2007Standings,MLB2007Standings,30,21,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,MothEggs,Moth Eggs,39,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,NCbirths,NCbirths,1450,15,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,NFL2007Standings,NFL2007Standings,32,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Nursing,Nursing,52,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Olives,Olives,18,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Orings,Orings,24,2,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Overdrawn,Overdrawn,450,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,PalmBeach,PalmBeach,67,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Pedometer,Pedometer,68,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Perch,Perch,56,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,PigFeed,PigFeed,12,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Pines,Pines,1000,15,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Political,Political,59,9,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Pollster08,Pollster08,102,11,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Popcorn,Popcorn,12,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,PorscheJaguar,PorscheJaguar,60,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,PorschePrice,PorschePrice,30,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Pulse,Pulse,232,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Putts1,Putts1,587,2,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Putts2,Putts2,5,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,ReligionGDP,ReligionGDP,44,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Retirement,Retirement,16,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,RiverElements,RiverElements,12,27,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,RiverIron,River Iron,12,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,SampleFG,SampleFG,30,13,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,SandwichAnts,Sandwich Ants,48,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,SATGPA,SAT scores and GPA,24,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,SeaSlugs,Sea Slugs,36,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Sparrows,Sparrows,116,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,SpeciesArea,Species Area,14,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,Speed,Speed,21,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,Swahili,Swahili,480,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,TextPrices,Text Prices,30,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,ThreeCars,Three Cars,90,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,TipJoke,Tip Joke,211,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,Titanic,Titanic,1313,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,TMS,TMS,2,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,TomlinsonRush,LaDainian Tomlinson Rushing Yards,16,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,TwinsLungs,TwinsLungs,14,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,USstamps,USstamps,25,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Stat2Data,Volts,Volts,50,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,WalkingBabies,WalkingBabies,24,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Stat2Data,WeightLossIncentive,WeightLossIncentive,38,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,WeightLossIncentive4,WeightLossIncentive4,36,2,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,WeightLossIncentive7,WeightLossIncentive7,33,2,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Stat2Data,WordMemory,WordMemory,40,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,YouthRisk2007,YouthRisk2007,13387,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Stat2Data,YouthRisk2009,YouthRisk2009,500,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
survival,bladder,Bladder Cancer Recurrences,340,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,cancer,NCCTG Lung Cancer Data,228,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,cgd,Chronic Granulotomous Disease data,203,16,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,colon,Chemotherapy for Stage B/C colon cancer,1858,16,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,flchain,Assay of serum free light chain for 7874 subjects.,7874,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,genfan,Generator fans,70,2,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,heart,Stanford Heart Transplant data,172,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,kidney,Kidney catheter data,76,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,leukemia,Acute Myelogenous Leukemia survival data,23,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,logan,Data from the 1972-78 GSS data used by Logan,838,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
survival,lung,NCCTG Lung Cancer Data,228,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,mgus,Monoclonal gammapothy data,241,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,mgus2,Monoclonal gammapothy data,1384,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,myeloid,Acute myeloid leukemia,646,7,FALSE,TRUE,FALSE,TRUE,CSV,DOC
survival,nwtco,Data from the National Wilm's Tumor Study,4028,9,TRUE,TRUE,FALSE,FALSE,CSV,DOC
survival,ovarian,Ovarian Cancer Survival Data,26,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,pbc,Mayo Clinic Primary Biliary Cirrhosis Data,418,20,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,rats,Rat treatment data from Mantel et al,300,5,FALSE,TRUE,TRUE,TRUE,CSV,DOC
survival,retinopathy,Diabetic Retinopathy,394,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,rhDNase,rhDNASE data set,767,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,solder,Data from a soldering experiment,900,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,stanford2,More Stanford Heart Transplant data,184,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,tobin,Tobin's Tobit data,20,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
survival,transplant,Liver transplant waiting list,815,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
survival,uspop2,Projected US Population,101,42,FALSE,FALSE,FALSE,FALSE,CSV,DOC
survival,veteran,Veterans' Administration Lung Cancer study,137,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
texmex,liver,Liver related laboratory data,606,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
texmex,nidd,"Rain, wavesurge, portpirie and nidd datasets.",154,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
texmex,portpirie,"Rain, wavesurge, portpirie and nidd datasets.",65,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
texmex,rain,"Rain, wavesurge, portpirie and nidd datasets.",17531,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
texmex,summer,"Air pollution data, separately for summer and winter months",578,5,FALSE,FALSE,FALSE,FALSE,CSV,DOC
texmex,wavesurge,"Rain, wavesurge, portpirie and nidd datasets.",2894,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
texmex,winter,"Air pollution data, separately for summer and winter months",532,5,FALSE,FALSE,FALSE,FALSE,CSV,DOC
vcd,Arthritis,Arthritis Treatment Data,84,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
vcd,Baseball,Baseball Data,322,25,FALSE,TRUE,TRUE,TRUE,CSV,DOC
vcd,BrokenMarriage,Broken Marriage Data,20,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,Bundesliga,Ergebnisse der Fussball-Bundesliga,14018,7,FALSE,FALSE,FALSE,FALSE,CSV,DOC
vcd,Bundestag2005,Votes in German Bundestag Election 2005,80,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
vcd,Butterfly,Butterfly Species in Malaya,24,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,CoalMiners,Breathlessness and Wheeze in Coal Miners,36,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,DanishWelfare,Danish Welfare Study Data,180,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,Employment,Employment Status,24,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,Federalist,'May' in Federalist Papers,7,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
vcd,Hitters,Hitters Data,154,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,HorseKicks,Death by Horse Kicks,5,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
vcd,Hospital,Hospital data,9,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,JobSatisfaction,Job Satisfaction Data,8,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,JointSports,Opinions About Joint Sports,40,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,Lifeboats,Lifeboats on the Titanic,18,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,MSPatients,Diagnosis of Multiple Sclerosis,4,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,NonResponse,Non-Response Survey Data,12,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,OvaryCancer,Ovary Cancer Data,16,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,PreSex,Pre-marital Sex and Divorce,16,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,Punishment,Corporal Punishment Data,36,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,RepVict,Repeat Victimization Data,64,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,Rochdale,Rochdale Data,256,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,Saxony,Families in Saxony,13,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,SexualFun,Sex is Fun,16,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,SpaceShuttle,Space Shuttle O-ring Failures,24,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
vcd,Suicide,Suicide Rates in Germany,306,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,Trucks,Truck Accidents Data,24,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,UKSoccer,UK Soccer Scores,25,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,VisualAcuity,Visual Acuity in Left and Right Eyes,32,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
vcd,VonBort,Von Bortkiewicz Horse Kicks Data,280,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
vcd,WeldonDice,Weldon's Dice Data,11,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
vcd,WomenQueue,Women in Queues,11,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,approval,U.S. Presidential Approval Data,65,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,bivariate,Sample data for bivariate probit regression,78,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,CigarettesSW,Cigarette Consumption Panel Data,96,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,coalition,Coalition Dissolution in Parliamentary Democracies,314,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,coalition2,"Coalition Dissolution in Parliamentary Democracies, Modified Version",314,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,eidat,Simulation Data for Ecological Inference,10,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Zelig,free1,Freedom of Speech Data,450,11,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,free2,Freedom of Speech Data,450,11,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,friendship,Simulated Example of Schoolchildren Friendship Network,0,7,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Zelig,grunfeld,Simulation Data for model Seemingly Unrelated Regression (sur) that corresponds to method SUR of systemfit,20,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,hoff,Social Security Expenditure Data,36,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,homerun,Sample Data on Home Runs Hit By Mark McGwire and Sammy Sosa in 1998.,314,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,immi1,Individual Preferences Over Immigration Policy,2485,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,immi2,Individual Preferences Over Immigration Policy,2485,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,immi3,Individual Preferences Over Immigration Policy,2485,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,immi4,Individual Preferences Over Immigration Policy,2485,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,immi5,Individual Preferences Over Immigration Policy,2485,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,immigration,Individual Preferences Over Immigration Policy,2485,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
